iter	Logloss
116	0.01386192771
117	0.01366358701
118	0.01351028442
119	0.01348331451
120	0.01335434297
121	0.01319200179
122	0.0130038037
123	0.01282926223
124	0.01268142251
125	0.0126558618
126	0.01262772616
127	0.01250973197
128	0.012436915
129	0.01234878203
130	0.01222112431
131	0.01218696033
132	0.01199665294
133	0.01188362122
134	0.01186593
135	0.01183791441
136	0.01176389582
137	0.01173435211
138	0.0115447998
139	0.01139494054
140	0.01127693176
141	0.01118743448
142	0.01116965126
143	0.01114204407
144	0.01111362457
145	0.01109656839
146	0.01106528563
147	0.01104273852
148	0.01100439296
149	0.01078443191
150	0.01066420162
151	0.01064767838
152	0.0106321907
153	0.01054980334
154	0.01038528891
155	0.01022124234
156	0.01017601462
157	0.01014742234
158	0.01005015878
159	0.0100268622
160	0.009984554964
161	0.00992805481
162	0.009861685809
163	0.009744493821
164	0.009728068183
165	0.009707306133
166	0.009611826504
167	0.009596723669
168	0.009527336569
169	0.009392559388
170	0.009293470944
171	0.009283329459
172	0.009090930714
173	0.009021196926
174	0.008948355282
175	0.008889980877
176	0.008765466353
177	0.008745729783
178	0.008722740622
179	0.008714383069
180	0.008667791591
181	0.00860370636
182	0.008581287721
183	0.008489738913
184	0.008435902315
185	0.008371776132
186	0.008236888437
187	0.008218212128
188	0.008182048798
189	0.008052123575
190	0.008024247113
191	0.007983144872
192	0.007959462334
193	0.007941481646
194	0.007928748972
195	0.007862579682
196	0.007814517302
197	0.007741830489
198	0.007725316777
199	0.007698566773
200	0.007653153924
201	0.007571006102
202	0.007548856735
203	0.007527514626
204	0.007516429565
205	0.007466275832
206	0.007445661881
207	0.007432466395
208	0.007410740011
209	0.007398646299
210	0.007347062055
211	0.0073331328
212	0.007323431127
213	0.007302657296
214	0.00728657442
215	0.007230167389
216	0.007219075596
217	0.007176497403
218	0.00715578528
219	0.007116114672
220	0.007104617848
221	0.007080548221222	0.0070524709222223	0.0069723701223224	0.0069481041224225	0.0069121327225226	0.0068361158226227	0.0067602948227228	0.0067192481228229	0.006705541229	230	0.00660571230	0231	0.00659159231	232	0.006578319232	233	0.00656291233	0234	0.00652799234	0235	0.00651398235	0236	0.00645807236	0237	0.00638103237	0238	0.00636969238	0239	0.00635825239	240	0.006348935240	241	0.006335298241	242	0.006324367242	243	0.006266524243	244	0.006244893244	245	0.006229632245	246	0.006216303246	247	0.006207432247	248	0.006109363248	249	0.00602569249	0250	0.00601783250	0251	0.00598449251	0252	0.00597077252	253	0.005960591253	254	0.00594616254255	0.0059367292255256	0.0059071389256257	0.0058724336257258	0.005860691258	259	0.005850955259	260	0.005804878260	261	0.005792087261	262	0.00574918262	0263	0.0057404263	0.264	0.0057255264	0.265	0.0057085265	0266	0.0056674266	0.267	0.0056537267	0.268	0.005645268	0.0269	0.005637269	0.270	0.0056278270	0271	0.00561770271	0272	0.00556240272	0273	0.00551784273	0274	0.00549722274	0275	0.00548623275	0276	0.00548622276	0277	0.00547751277	0278	0.00543587278	0279	0.00542374279	0280	0.00540994280	0281	0.00536871281	282	0.005355388282	283	0.00534407283	0284	0.00531102284	0285	0.00530094285	0286	0.00529030286	287	0.005222903287288	0.0051565854288289	0.005118417289	290	0.005095608290	291	0.005022741291	292	0.004974748292	293	0.004968381293	294	0.004961445294	295	0.004907138295	296	0.004898482296	297	0.004891172297	298	0.004885354298	299	0.004878743299	300	0.004855113300301	0.0048306925301302	0.0048195126302303	0.004809136130304	0.0047990092130305	0.0047635218630306	0.0047545848130307	0.004713107307	308	0.004662087308	309	0.004643501309	310	0.004632687310	311	0.004622658311	312	0.004614674312	313	0.004605305313	314	0.004572864314	315	0.004543745315	316	0.00453713316	0317	0.00451661317	0318	0.00450136318	0319	0.00449362319	0320	0.0044618320	0.321	0.0044104321	0.322	0.0043839322	0.323	0.004377323	0.0324	0.004322324	0325	0.00428700325	0326	0.00427792326	0327	0.00425317327	328	0.00424470328	0329	0.0042370329	0.330	0.0042298330	0.331	0.0042119331	0.332	0.0042025332	0.333	0.0041954333	0.334	0.0041896334	0.335	0.0041649335	0.336	0.0041466336	0.337	0.0041369337	0.338	0.0041369338	0.339	0.0041218339	0.340	0.004116340	0.0341	0.004108341	0.0342	0.004098342	0.0343	0.004093343	0.0344	0.004090344	0.0345	0.004084345	0.0346	0.004078346	0.347	0.0040736347	0.348	0.0040662348	0349	0.00406178349	0350	0.00405634350	0351	0.0040291351	0.352	0.004023352	0.0353	0.004020353	0.0354	0.003965354	0.355	0.0039435355	0.356	0.0039378356	0.357	0.0039378357	0.358	0.0039319358	0359	0.00392609359	0360	0.00392180360	0361	0.0038921361	0.362	0.0038688362	0.363	0.0038648363	0.364	0.0038648364	0.365	0.0038568365	0.366	0.0038272366	0.367	0.0037929367	0.368	0.0037714368	0.369	0.0037656369	0.370	0.0037241370	0.371	0.0036954371	0.372	0.0036907372	0373	0.0036836373	0.374	0.0036783374	0.375	0.0036568375	0.376	0.0036165376	0.377	0.0036114377	0.378	0.0035881378	0.379	0.0035671379	0.380	0.0035378380	0381	0.00350049381	0382	0.00350048382	0383	0.00346414383	0384	0.00344595384	0385	0.00343915385	0386	0.00340072386	0387	0.00339751387	0388	0.00338911388	0389	0.00338498389	0390	0.00338499390	0391	0.00338075391	0392	0.00335014392	0393	0.00334630393	0394	0.00334177394	0395	0.00333399395	0396	0.00332810396	0397	0.00332409397	0398	0.00331982398	0399	0.00331575399	400	0.003284738400	401	0.003262435401	402	0.003253203402	403	0.003250067403	404	0.003246255404	405	0.003241270405406	0.0032371428406407	0.0032326942407408	0.0031927425408409	0.0031886420409410	0.0031825576410411	0.0031787403411412	0.003159261041413	0.0031570322413414	0.0031481395414415	0.0031435329415416	0.0031372146416417	0.0031180665417418	0.0030958638418419	0.003078248041420	0.0030572849142421	0.0030526287442422	0.003048711945
423	0.003048703811
424	0.003035066268
425	0.003029927085
426	0.003029912219
427	0.003015837389
428	0.003000036408
429	0.002966725406
430	0.002963388667
431	0.002939908364
432	0.002914694057
433	0.002911093375
434	0.002905033336
435	0.002905031653
436	0.002882167592
437	0.002878564386
438	0.002864476933
439	0.002861648447
440	0.002861641996
441	0.002857084274
442	0.002854143591
443	0.002830547445
444	0.002830549128
445	0.0028263639
446	0.002823956433
447	0.002820782381
448	0.002814922333
449	0.002812197068
450	0.002808899879
451	0.002808896794
452	0.002807438794
453	0.002805532007
454	0.002802661447
455	0.002788887585
456	0.002788874682
457	0.002788874682
458	0.002771594384
459	0.002768747105
460	0.002765433929
461	0.002760901171
462	0.002757194182
463	0.002757188853
464	0.002753761516
465	0.002750717612
466	0.002750717051
467	0.002735442835
468	0.002731742859
469	0.002728350022
470	0.002728350022
471	0.002712702471
472	0.002700493756
473	0.002694658392
474	0.00269040837
475	0.002663055308
476	0.00263694651
477	0.002636936412
478	0.002627546647
479	0.002624528548
480	0.002606221928
481	0.002602688845
482	0.002602690248
483	0.002577436111
484	0.002549787409
485	0.002545593486
486	0.002536663729
487	0.002523209347
488	0.00252055056
489	0.002517395581
490	0.002517385763
491	0.002517382678
492	0.002514526704
493	0.002489627389
494	0.002486884173
495	0.002472843843
496	0.002470729772
497	0.002470714906
498	0.002447568669
499	0.002441860928
500	0.002441872428
501	0.002441872428
502	0.002441872428
503	0.002441862892
504	0.002428199544
505	0.002405723684
506	0.002392494538
507	0.002377378239
508	0.002375434707
509	0.002375432744
510	0.002367600273
511	0.002359900755
512	0.002357855965
513	0.002335187547
514	0.002335193157
515	0.002335186425
516	0.002323613588
517	0.002294283474
518	0.002268007503
519	0.002268011289
520	0.00225657982
521	0.00223125598
522	0.002220824326
523	0.002220810441
524	0.002217886588
525	0.002217882942
526	0.002217882942
527	0.002199334257
528	0.002199337062
529	0.002196712494
530	0.002196722171
531	0.002196715018
532	0.002185626591
533	0.00218286907
534	0.002175387915
535	0.002155001023
536	0.0021516612
537	0.002151641285
538	0.002141855885
539	0.002141839616
540	0.002139211963
541	0.002139215049
542	0.002139215469
543	0.002139202567
544	0.002117623722
545	0.002117585715
546	0.002111111669
547	0.002091583364
548	0.00208810063
549	0.002088097124
550	0.002088096002
551	0.002085454043
552	0.002082439591
553	0.002082424865
554	0.002082424865
555	0.002078817592
556	0.002071194368
557	0.002067606028
558	0.002052882559
559	0.002052883541
560	0.002052881016
561	0.002052877931
562	0.00205287737
563	0.002052867833
564	0.002052858016
565	0.002052847918
566	0.002052864888
567	0.002052858998
568	0.00205286615
569	0.002045237036
570	0.002045229884
571	0.002044632014
572	0.002044631874
573	0.002044626685
574	0.002044609294
575	0.002021711293
576	0.002021712696
577	0.00202170947
578	0.002012617167
579	0.002012617167
580	0.002012623058
581	0.00201088709
582	0.002009470042
583	0.00200947453
584	0.002009464713
585	0.002009457981
586	0.002009458261
587	0.002009447462
588	0.002009450688
589	0.002009438767
590	0.002009439048
591	0.002009442273
592	0.00200943442
593	0.002007920181
594	0.002007898443
595	0.00200789676
596	0.00200789115
597	0.002007902089
598	0.00200175678
599	0.002001721438
600	0.002001695493
601	0.002001689322
602	0.002001691706
603	0.002001691706
604	0.002001690023
605	0.002000804508
606	0.002000810679
607	0.002000803947
608	0.00200078852
609	0.002000804789
610	0.002000795533
611	0.001995161281
612	0.001995163244
613	0.001995163244
614	0.001991816829
615	0.001991816829
616	0.001991816689
617	0.001991802945
618	0.001990362195
619	0.001990352518
620	0.0019903535
621	0.001990345787
622	0.001990345927
623	0.001990346488
624	0.001990341018
625	0.001990334567
626	0.001990334988
627	0.001990335268
628	0.001990321804
629	0.001990323628
630	0.001990316335
631	0.00199029642
632	0.001990290109
633	0.001990277487
634	0.001990264724
635	0.001990263041
636	0.001990247194
637	0.00199024523
638	0.00199022798
639	0.001990227419
640	0.001990231766
641	0.001990230504
642	0.001990215498
643	0.001990222931
644	0.001990212693
645	0.001990209187
646	0.001990234992
647	0.001990205681
648	0.001990215217
649	0.001990204559
650	0.001990146637
651	0.001990151966
652	0.001990142149
653	0.001990135698
654	0.001990133875
655	0.001990124057
656	0.001990127002
657	0.00199011985
658	0.001990127423
659	0.001990106947
660	0.001990122795
661	0.001990102459
662	0.001990116344
663	0.001990114521
664	0.001990106947
665	0.001990113258
666	0.001990098673
667	0.001990093203
668	0.001990093203
669	0.001990094465
670	0.001990093764
671	0.001990087173
672	0.001990091941
673	0.001990077355
674	0.001990096429
675	0.001990096429
676	0.001990088295
677	0.001990088295
678	0.001990078898
679	0.001990059684
680	0.001990064032
681	0.001990058282
682	0.001990058282
683	0.001990074691
684	0.001990059825
685	0.001990067258
686	0.001990067117
687	0.001990065294
688	0.001990059684
689	0.001990050428
690	0.001990031074
691	0.001990056599
692	0.001990054074
693	0.001990054215
694	0.001990045519
695	0.00199004005
696	0.001990048184
697	0.001989999238
698	0.001990002604
699	0.001990002604
700	0.001989988159
701	0.001989992647
702	0.001989992647
703	0.001989995452
704	0.001989975817
705	0.001989985634
706	0.001989963335
707	0.001989965439
708	0.00198997203
709	0.00198997203
710	0.001989970207
711	0.001989974134
712	0.001989959549
713	0.001989956042
714	0.001989968524
715	0.001989960109
716	0.001989966
717	0.001989962634
718	0.001989959829
719	0.001989942719
720	0.001989940335
721	0.001989931219
722	0.001989940195
723	0.001989940195
724	0.001989929536
725	0.001989927011
726	0.00198992028
727	0.00198992028
728	0.00198992028
729	0.00198992645
730	0.001989923926
731	0.001989920981
732	0.001989923786
733	0.001989912005
734	0.001989912005
735	0.001989905133
736	0.001989906255
737	0.001989911865
738	0.001989907938
739	0.001989901627
740	0.001989903731
741	0.001989900505
742	0.001989900505
743	0.001989905694
744	0.001989894194
745	0.001989908779
746	0.001989884377
747	0.001989881712
748	0.001989879748
749	0.001989867266
750	0.001989834729
751	0.001989841181
752	0.001989828839
753	0.001989817339
754	0.001989837254
755	0.00198982379
756	0.001989823089
757	0.001989825754
758	0.001989822107
759	0.00198982379
760	0.001989822528
761	0.001989826174
762	0.001989806961
763	0.001989810046
764	0.001989815656
765	0.00198980079
766	0.001989793497
767	0.001989789009
768	0.00198978929
769	0.001989771058
770	0.001989782838
771	0.00198978396
772	0.00198978396
773	0.001989790131
774	0.001989774003
775	0.001989757594
776	0.00198976124
777	0.001989751563
778	0.001989747216
779	0.001989739362
780	0.00198973235
781	0.001989737118
782	0.00198973277
783	0.001989725898
784	0.001989728984
785	0.001989720849
786	0.001989718325
787	0.001989711453
788	0.001989718746
789	0.001989705142
790	0.00198971524
791	0.001989705563
792	0.001989706685
793	0.001989700654
794	0.001989709349
795	0.001989709349
796	0.001989713557
797	0.001989701355
798	0.001989702056
799	0.001989682422
800	0.001989684245
801	0.001989665873
802	0.00198967541
803	0.001989664611
804	0.001989664611
805	0.001989664891
806	0.001989661385
807	0.001989644976
808	0.001989624641
809	0.001989624641
810	0.001989610055
811	0.001989616646
812	0.001989619592
813	0.001989603183
814	0.001989606829
815	0.001989606268
816	0.001989595329
817	0.001989594067
818	0.001989586494
819	0.001989587335
820	0.001989585652
821	0.001989580323
822	0.001989590701
823	0.001989588177
824	0.001989582006
825	0.001989585512
826	0.00198957878
827	0.001989589018
828	0.001989577939
829	0.001989585091
830	0.001989579481
831	0.001989567981
832	0.001989560969
833	0.001989569384
834	0.001989563914
835	0.00198956153
836	0.001989558865
837	0.001989554798
838	0.001989554517
839	0.001989542737
840	0.001989565597
841	0.001989547505
842	0.001989542035
843	0.001989541615
844	0.001989544981
845	0.001989515248
846	0.00198951062
847	0.001989497016
848	0.001989480467
849	0.00198947065
850	0.001989472894
851	0.001989467004
852	0.001989488321
853	0.001989466864
854	0.001989466723
855	0.001989466723
856	0.001989462796
857	0.001989466162
858	0.001989455504
859	0.001989452979
860	0.001989450735
861	0.001989450314
862	0.001989446247
863	0.001989445686
864	0.001989443863
865	0.001989431521
866	0.001989433064
867	0.001989407259
868	0.001989421844
869	0.00198940193
870	0.001989400808
871	0.001989392814
872	0.001989378228
873	0.001989397301
874	0.0019893736
875	0.001989362941
876	0.001989357331
877	0.001989332788
878	0.001989348075
879	0.001989329983
880	0.001989314416
881	0.001989315959
882	0.001989322971
883	0.001989322971
884	0.001989312733
885	0.001989310769
886	0.001989313855
887	0.001989307684
888	0.001989311611
889	0.001989304318
890	0.00198932816
891	0.00198930516
892	0.001989292678
893	0.001989300391
894	0.001989286226
895	0.001989278513
896	0.001989257336
897	0.001989260141
898	0.001989238963
899	0.001989245274
900	0.001989230549
901	0.001989230829
902	0.001989221152
903	0.001989218628
904	0.001989214701
905	0.001989207548
906	0.001989192121
907	0.001989195768
908	0.001989199975
909	0.001989190719
910	0.001989184267
911	0.00198918595
912	0.001989173749
913	0.001989177536
914	0.001989158883
915	0.001989162389
916	0.001989177676
917	0.001989164352
918	0.001989165194
919	0.001989157901
920	0.001989169682
921	0.001989165474
922	0.00198917431
923	0.001989159304
924	0.00198915145
925	0.001989160426
926	0.001989157621
927	0.001989153694
928	0.001989155797
929	0.001989155797
930	0.001989132376
931	0.001989139669
932	0.001989144998
933	0.00198914023
934	0.001989144998
935	0.001989143035
936	0.00198913995
937	0.001989121998
938	0.001989135181
939	0.001989126766
940	0.001989126907
941	0.001989113163
942	0.001989120596
943	0.001989120596
944	0.001989110358
945	0.001989113303
946	0.001989101101
947	0.001989089741
948	0.001989098156
949	0.001989092266
950	0.001989099418
951	0.00198909451
952	0.001989089741
953	0.001989099418
954	0.001989087778
955	0.001989070808
956	0.001989078522
957	0.0019890774
958	0.001989076699
959	0.00198905468
960	0.001989068985
961	0.001989062814
962	0.001989056503
963	0.001989044722
964	0.00198906071
965	0.001989059308
966	0.001989052155
967	0.001989046546
968	0.001989050052
969	0.001989034484
970	0.001989027612
971	0.001989024807
972	0.001989019478
973	0.001989016252
974	0.001989022563
975	0.001989012886
976	0.001989002228
977	0.001989001667
978	0.001988999844
979	0.001989001106
980	0.001988987081
981	0.001988987923
982	0.001988996057
983	0.001988990868
984	0.001988988904
985	0.001988979788
986	0.001988973758
987	0.001988966886
988	0.001988966886
989	0.001988957349
990	0.001988953983
991	0.001988957068
992	0.001988941221
993	0.001988931403
994	0.001988945849
995	0.001988932666
996	0.00198893533
997	0.001988916117
998	0.001988938135
999	0.00198892383
9192
998	0.00198755124
999	0.001987544509
